0.560017,0.560017,0.560017,0.560017,1.59368,1.59368,1.59368,1.59368
0.100000,0.500000,1.00000,2.00000,0.100000,0.500000,1.00000,2.00000
0.927975,0.953728,0.959794,0.964059,0.610676,0.966420,0.981475,0.987529
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
0.551044,0.682996,0.714067,0.743132,0.222540,0.697513,0.715960,0.722274
0.313110,0.508830,0.583986,0.650874,0.136134,0.555192,0.574329,0.583707
0.140802,0.353082,0.448684,0.533725,0.0249680,0.415439,0.434004,0.443620
0.0646444,0.274883,0.384850,0.482343,0.00504426,0.331387,0.347408,0.357442
0.0286267,0.220199,0.330620,0.428663,0.00106476,0.260604,0.273544,0.283013
0.0132877,0.191647,0.301673,0.399715,0.000246622,0.211619,0.222224,0.231529
0.00609426,0.171661,0.278205,0.373381,5.00127e-05,0.173275,0.181992,0.191178
0.00296683,0.157678,0.259786,0.351359,9.71902e-06,0.143030,0.150235,0.158996
0.00141176,0.146922,0.244467,0.332468,1.58401e-06,0.119760,0.125797,0.134151
0.000728027,0.137715,0.230360,0.314559,2.18609e-07,0.100016,0.105059,0.112805
0.000355561,0.129427,0.217213,0.297529,2.54589e-08,0.0846502,0.0889188,0.0961196
0.000195430,0.122239,0.205498,0.282331,2.41452e-09,0.0714788,0.0750833,0.0816351
9.63386e-05,0.114901,0.193391,0.266261,1.51793e-10,0.0608581,0.0639270,0.0699164
5.67449e-05,0.108722,0.183094,0.252798,-1.37361e-10,0.0519227,0.0545411,0.0599456
2.75986e-05,0.102226,0.172233,0.238271,-2.72908e-10,0.0443597,0.0465967,0.0514796
1.75286e-05,0.0966132,0.162807,0.225808,-1.94780e-11,0.0382003,0.0401266,0.0445184
8.15107e-06,0.0909431,0.153282,0.212978,0.00000,0.0327080,0.0343575,0.0382878
5.65564e-06,0.0857821,0.144593,0.201403,0.00000,0.0283985,0.0298305,0.0333658
2.39117e-06,0.0808344,0.136265,0.190177,0.00000,0.0243645,0.0255932,0.0287229
1.83904e-06,0.0761937,0.128445,0.179621,0.00000,0.0213103,0.0223849,0.0252084
6.02855e-07,0.0717992,0.121043,0.169637,0.00000,0.0183208,0.0192446,0.0217123
5.22747e-07,0.0677095,0.114149,0.160263,0.00000,0.0161301,0.0169435,0.0191796
8.36024e-08,0.0637810,0.107528,0.151280,0.00000,0.0139000,0.0146010,0.0165291
1.20396e-07,0.0602051,0.101500,0.143052,0.00000,0.0123107,0.0129315,0.0146880
4.60625e-09,0.0566970,0.0955867,0.135001,0.00000,0.0106423,0.0111790,0.0126758
4.02875e-09,0.0535736,0.0903210,0.127762,0.00000,0.00947732,0.00995525,0.0113261
6.93722e-10,0.0504639,0.0850788,0.120621,0.00000,0.00823016,0.00864519,0.00980658
1.85685e-10,0.0477167,0.0804471,0.114217,0.00000,0.00736506,0.00773647,0.00880357
-4.33014e-11,0.0449882,0.0758473,0.107935,0.00000,0.00643143,0.00675576,0.00766215
4.08709e-12,0.0425510,0.0717383,0.102231,0.00000,0.00577761,0.00606897,0.00690096
