0.560017,0.560017,0.560017,0.560017,1.59368,1.59368,1.59368,1.59368
0.100000,0.500000,1.00000,2.00000,0.100000,0.500000,1.00000,2.00000
0.865528,0.892668,0.832679,0.771116,0.487639,0.886477,0.899363,0.859892
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
0.546897,0.749499,0.757388,0.808142,0.224775,0.688243,0.759169,0.768957
0.306846,0.599912,0.652635,0.733973,0.135976,0.449362,0.576422,0.636248
0.136398,0.439299,0.514976,0.622371,0.0246818,0.261134,0.402419,0.485399
0.0618215,0.334213,0.448672,0.579162,0.00496900,0.149962,0.282637,0.396445
0.0270731,0.250299,0.382922,0.528993,0.00104384,0.0835794,0.194784,0.318518
0.0124287,0.188740,0.337959,0.500684,0.000242420,0.0469512,0.133801,0.261421
0.00563895,0.144711,0.299978,0.473985,4.91285e-05,0.0262894,0.0930798,0.217515
0.00272666,0.109412,0.264483,0.449523,9.76574e-06,0.0150264,0.0641175,0.178787
0.00128392,0.0852810,0.237174,0.428272,1.59607e-06,0.00856356,0.0452735,0.150922
0.000661100,0.0651165,0.208888,0.406662,2.20620e-07,0.00507816,0.0317357,0.124423
0.000319680,0.0512163,0.187167,0.386503,2.61461e-08,0.00294681,0.0227023,0.105398
0.000176172,0.0396859,0.164833,0.367200,2.95185e-09,0.00183404,0.0163315,0.0873645
8.61489e-05,0.0313227,0.147087,0.347754,-2.44092e-10,0.00107878,0.0117815,0.0739074
5.08918e-05,0.0246973,0.129703,0.329927,-3.71451e-10,0.000709137,0.00873238,0.0617311
2.46627e-05,0.0194972,0.115290,0.311921,-3.67848e-10,0.000420429,0.00632501,0.0520742
1.56013e-05,0.0156603,0.101843,0.295152,-1.54822e-10,0.000292322,0.00483315,0.0438706
7.28141e-06,0.0123518,0.0902534,0.278880,7.22487e-11,0.000173890,0.00350529,0.0369031
4.94518e-06,0.0101041,0.0799309,0.263176,2.48891e-10,0.000127519,0.00275669,0.0313704
2.12364e-06,0.00796103,0.0706676,0.248555,4.03771e-10,7.59088e-05,0.00200007,0.0263300
1.56112e-06,0.00661966,0.0627858,0.234149,1.77916e-10,5.83508e-05,0.00161370,0.0225810
5.41911e-07,0.00520944,0.0554217,0.220927,1.08968e-11,3.47273e-05,0.00117191,0.0189329
4.34114e-07,0.00438742,0.0494103,0.207966,0.00000,2.77534e-05,0.000966126,0.0163699
8.46946e-08,0.00345153,0.0435870,0.195974,0.00000,1.65136e-05,0.000703399,0.0137310
9.61957e-08,0.00293495,0.0389880,0.184445,0.00000,1.35966e-05,0.000589915,0.0119566
5.82403e-09,0.00231406,0.0344059,0.173600,0.00000,8.08644e-06,0.000431507,0.0100486
4.46381e-09,0.00198679,0.0308635,0.163389,0.00000,6.79872e-06,0.000366529,0.00880065
6.27664e-10,0.00157515,0.0272715,0.153653,0.00000,4.03631e-06,0.000270007,0.00742011
2.55294e-10,0.00136701,0.0245180,0.144609,0.00000,3.43777e-06,0.000231337,0.00652729
2.68807e-10,0.00109184,0.0217065,0.135944,0.00000,2.03053e-06,0.000172038,0.00552579
