0.560017,0.560017,0.560017,0.560017,1.59368,1.59368,1.59368,1.59368
0.100000,0.500000,1.00000,2.00000,0.100000,0.500000,1.00000,2.00000
0.966353,0.984336,0.991416,0.997488,0.651883,0.968464,0.982303,0.988087
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
0.566466,0.707946,0.743588,0.776944,0.222918,0.727522,0.747272,0.752772
0.321779,0.533248,0.616696,0.690689,0.136507,0.592685,0.613483,0.623140
0.146684,0.360865,0.455439,0.539780,0.0253321,0.430542,0.449669,0.458414
0.0678099,0.281373,0.391649,0.489352,0.00512827,0.341357,0.357728,0.367201
0.0302047,0.220442,0.328515,0.424123,0.00108551,0.263665,0.276645,0.285499
0.0141002,0.190843,0.298708,0.394342,0.000251040,0.210460,0.220917,0.229946
0.00650251,0.170443,0.275097,0.367738,5.09280e-05,0.171397,0.179946,0.189402
0.00317632,0.155335,0.255102,0.343547,9.76651e-06,0.138026,0.144920,0.154138
0.00151931,0.145043,0.240748,0.326007,1.58836e-06,0.115916,0.121710,0.130790
0.000784072,0.135506,0.226199,0.307668,2.19678e-07,0.0944293,0.0991505,0.107650
0.000384787,0.127391,0.213412,0.291154,2.57988e-08,0.0804489,0.0844716,0.0925252
0.000211226,0.120385,0.202050,0.276670,2.19953e-09,0.0663841,0.0697036,0.0770338
0.000104529,0.112898,0.189726,0.260254,-5.54833e-11,0.0568036,0.0596441,0.0664161
6.14834e-05,0.106971,0.179876,0.247682,-1.12233e-10,0.0474838,0.0498583,0.0559483
2.99548e-05,0.100310,0.168759,0.232785,-1.34169e-11,0.0406318,0.0426637,0.0481915
1.90610e-05,0.0947982,0.159518,0.220787,0.00000,0.0344069,0.0361275,0.0410760
8.84792e-06,0.0891049,0.149970,0.207891,0.00000,0.0293817,0.0308509,0.0352743
6.20102e-06,0.0838507,0.141137,0.196297,0.00000,0.0252045,0.0264649,0.0304266
2.60220e-06,0.0789803,0.132952,0.185289,0.00000,0.0214708,0.0225445,0.0260172
2.04329e-06,0.0741996,0.124907,0.174487,0.00000,0.0186529,0.0195856,0.0227124
6.52385e-07,0.0698705,0.117625,0.164737,0.00000,0.0158547,0.0166476,0.0193204
5.86816e-07,0.0656981,0.110602,0.155207,0.00000,0.0139433,0.0146406,0.0170666
8.54609e-08,0.0617861,0.104019,0.146320,0.00000,0.0118359,0.0124278,0.0144427
1.37740e-07,0.0582024,0.0979858,0.138107,0.00000,0.0105238,0.0110501,0.0128971
3.88574e-09,0.0546769,0.0920517,0.130077,0.00000,0.00893762,0.00938456,0.0108751
3.50676e-09,0.0515960,0.0868648,0.122939,0.00000,0.00801793,0.00841888,0.00979918
6.02595e-10,0.0484593,0.0815846,0.115816,0.00000,0.00682828,0.00716974,0.00826053
1.01759e-10,0.0457681,0.0770537,0.109534,0.00000,0.00616546,0.00647377,0.00749020
1.52901e-10,0.0430337,0.0724504,0.103318,0.00000,0.00527757,0.00554148,0.00634033
1.81167e-10,0.0406388,0.0684185,0.0977035,0.00000,0.00478445,0.00502370,0.00576570
