0.03125,0.041050956,0.040366776,0.04065238,0.040698133,0.040536255,0.040453237,0.0404639,0.04045205,0.04044246,0.040432025,0.033957556,0.032142762,0.032101255,0.03224373,0.03248861,0.03236406,0.03231474,0.032241162,0.032233052,0.032196328
0.04419417382415922,0.04144167,0.040467817,0.04086982,0.040939428,0.04071395,0.04059293,0.04060563,0.040590193,0.040581252,0.040563695,0.034796108,0.03222566,0.03216644,0.032367215,0.032707714,0.032533467,0.03246492,0.032363653,0.032351267,0.03230033
0.0625,0.04201711,0.040614232,0.041182183,0.04127393,0.040952336,0.040790558,0.040806487,0.040785916,0.040771473,0.040743243,0.0359856,0.032345906,0.032254867,0.032542128,0.033022113,0.03277587,0.03267931,0.032533105,0.03251641,0.032447018
0.08838834764831845,0.042848237,0.04082048,0.041619785,0.041745402,0.041301433,0.041068982,0.041090805,0.041058958,0.04103549,0.040998295,0.03767637,0.032530393,0.032385282,0.032786004,0.033463895,0.033114925,0.032981407,0.032776672,0.032750733,0.032650452
0.125,0.044078633,0.041118037,0.042247195,0.042410627,0.0417894,0.04146142,0.041488416,0.041451268,0.041419294,0.041365575,0.040049765,0.03279417,0.03255841,0.033126798,0.03407913,0.03358901,0.033398136,0.03311712,0.033076935,0.032937016
0.1767766952966369,0.04588801,0.04153725,0.04311938,0.043341137,0.042479217,0.042023987,0.042054888,0.04199028,0.04195355,0.041877016,0.043386422,0.033214085,0.03281907,0.033622812,0.034950525,0.034262843,0.034001533,0.03358764,0.033531975,0.03333114
0.25,0.048612226,0.042135034,0.044370826,0.044635642,0.04344953,0.042815536,0.04285083,0.042756863,0.04270396,0.042597964,0.04801319,0.033893533,0.03319499,0.0343276,0.036170967,0.035206992,0.03484101,0.034264915,0.03418198,0.033885233
0.3535533905932738,0.05271613,0.04299821,0.046128515,0.046443284,0.04480296,0.043916173,0.043969404,0.043829724,0.04375022,0.04360737,0.054306008,0.035007924,0.033752978,0.035325255,0.03788659,0.036536437,0.036035582,0.035219833,0.035082355,0.034664206
0.5,0.058919758,0.04425276,0.048629254,0.048950486,0.0467061,0.045483883,0.045528483,0.045325346,0.045210924,0.045010585,0.06264951,0.036925375,0.034611948,0.03678777,0.04030353,0.038381033,0.03770417,0.036562975,0.03634862,0.03573924
0.7071067811865476,0.06818174,0.046122953,0.052216876,0.05244542,0.04936737,0.04769473,0.047720153,0.04741297,0.047246225,0.046957,0.07322174,0.040261187,0.03599119,0.038933188,0.043715928,0.040991627,0.040068176,0.03847651,0.038126074,0.03721889
1.0,0.08169679,0.048979152,0.057424124,0.057305705,0.053125944,0.0508285,0.050792195,0.05032499,0.050094552,0.049679346,0.08575484,0.04606106,0.038307145,0.04218685,0.048568357,0.044644576,0.043418508,0.041166063,0.040618114,0.039289754
