0.125,0.028221972,0.028122999,0.028128274,0.028182585,0.028206978,0.028221747,0.028831754,0.028216884,0.028098896,0.02788261,0.02781105,0.027674723
0.1767766952966369,0.028679177,0.02851845,0.028521713,0.028583404,0.028622618,0.028626684,0.029592576,0.028723367,0.028551612,0.028245265,0.028144326,0.027947217
0.25,0.029350411,0.029093469,0.029105037,0.029169776,0.029222555,0.029234078,0.030724298,0.029460229,0.029213246,0.028774459,0.02861796,0.02833718
0.3535533905932738,0.03036426,0.029984225,0.029957328,0.03003291,0.03008219,0.030073285,0.032404587,0.030549193,0.030176729,0.029573267,0.029337421,0.028915606
0.5,0.03191101,0.03126386,0.031225923,0.031282835,0.031340934,0.031314444,0.034903627,0.032186538,0.031677958,0.0307619,0.030418545,0.029806005
0.7071067811865476,0.034329124,0.03330519,0.033206232,0.033199772,0.033231363,0.03316249,0.03865148,0.03468541,0.033971764,0.032568887,0.032084476,0.0311579
1.0,0.038103648,0.036468085,0.036248833,0.03608153,0.03608026,0.03594721,0.04424713,0.03850673,0.03744868,0.03539995,0.03466455,0.03326341
1.4142135623730951,0.0440076,0.0414209,0.041018058,0.040585287,0.04051294,0.04021495,0.052485794,0.044280894,0.042736273,0.0397947,0.038659126,0.036536697
2.0,0.05287337,0.04902747,0.048357006,0.047524035,0.04729045,0.046758242,0.06410343,0.05269516,0.05054647,0.046339355,0.044675797,0.041500095
2.8284271247461903,0.065658204,0.060246896,0.059240606,0.057860628,0.05741681,0.056557395,0.07951095,0.06434027,0.061417338,0.055632643,0.05323648,0.048567105
4.0,0.08283592,0.075789325,0.074377954,0.07235262,0.07169778,0.07047374,0.09840384,0.07915926,0.07532063,0.06777283,0.06448987,0.057813257
5.656854249492381,0.1041108,0.09564381,0.09387289,0.09125522,0.090379134,0.08878625,0.119705886,0.096289836,0.091457285,0.08208593,0.07776674,0.068555355
8.0,0.12851526,0.11909019,0.11705605,0.11399161,0.11294132,0.1110665,0.14165518,0.11409506,0.10821546,0.09711767,0.091655314,0.07944742
11.313708498984761,0.15441616,0.1446703,0.14253163,0.13924994,0.13811336,0.13608578,0.16201743,0.13038741,0.12346036,0.110844806,0.10423142,0.088808306
16.0,0.1798108,0.17043923,0.16834867,0.16513559,0.16400719,0.16199175,0.17868318,0.14306936,0.13515314,0.12133213,0.113661654,0.09527994
22.627416997969522,0.20284322,0.19440703,0.1925174,0.18960305,0.18859068,0.18672514,0.19033268,0.1510251,0.14228913,0.12763056,0.119152024,0.09860387
32.0,0.22223689,0.21506886,0.21346761,0.21101451,0.2101675,0.20857014,0.19691096,0.15473478,0.14547302,0.130347,0.12140808,0.099734806
45.254833995939045,0.23734197,0.23154075,0.23026,0.22834735,0.22769201,0.22640902,0.1996372,0.15587144,0.14638133,0.13108139,0.12197477,0.099943236
64.0,0.2480322,0.24350989,0.24254484,0.24114971,0.24068858,0.23971167,0.20035338,0.156059,0.1465149,0.13117667,0.12203836,0.09994835
90.50966799187809,0.25465888,0.25117245,0.25047135,0.24951851,0.249219,0.24851277,0.20045058,0.15606542,0.14651541,0.13117437,0.12203185,0.099938475
